2025-12-26 10:16:48.849 [main] INFO  c.w.s.SchoolBackgroundServiceSystemApplication - Starting SchoolBackgroundServiceSystemApplication using Java 21.0.2 on 梦中情姬 with PID 25732 (D:\project\JavaWeb\SpringBoot\School_background_service_system\target\classes started by lin_tanoxi in D:\project\JavaWeb\SpringBoot\School_background_service_system)
2025-12-26 10:20:30.888 [http-nio-8081-exec-7] ERROR c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验失败:JWT strings must contain exactly 2 period characters. Found: 0
2025-12-26 10:20:30.949 [http-nio-8081-exec-1] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:20:30.949 [http-nio-8081-exec-1] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:20:31.012 [http-nio-8081-exec-2] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:20:31.013 [http-nio-8081-exec-2] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:20:54.480 [http-nio-8081-exec-3] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:20:54.480 [http-nio-8081-exec-3] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:20:57.700 [http-nio-8081-exec-4] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:20:57.700 [http-nio-8081-exec-4] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:20:57.703 [http-nio-8081-exec-4] INFO  c.w.s.service.Impl.RepairsServiceImpl - 权限：123456
2025-12-26 10:21:11.534 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:21:11.535 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:21:11.553 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:21:11.554 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:21:11.556 [http-nio-8081-exec-8] INFO  c.w.s.service.Impl.RepairsServiceImpl - 权限：123456
2025-12-26 10:21:19.200 [http-nio-8081-exec-7] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:21:19.200 [http-nio-8081-exec-7] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:21:19.212 [http-nio-8081-exec-1] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:21:19.212 [http-nio-8081-exec-1] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:21:19.213 [http-nio-8081-exec-1] INFO  c.w.s.service.Impl.RepairsServiceImpl - 权限：123456
2025-12-26 10:21:25.322 [http-nio-8081-exec-9] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:21:25.324 [http-nio-8081-exec-9] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:21:27.282 [http-nio-8081-exec-3] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:21:27.284 [http-nio-8081-exec-3] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:21:33.320 [http-nio-8081-exec-6] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:21:33.320 [http-nio-8081-exec-6] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:21:37.601 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:21:37.601 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:21:37.604 [http-nio-8081-exec-5] INFO  c.w.s.service.Impl.NotificationServiceImpl - 获得用户权限,123456
2025-12-26 10:21:51.781 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:21:51.782 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:21:51.783 [http-nio-8081-exec-8] INFO  c.w.s.controller.admin.NotificationController - 添加通知,text
2025-12-26 10:21:52.003 [http-nio-8081-exec-8] INFO  c.w.s.utils.AliOssUtil - 文件上传到:https://shcoolsystem.oss-cn-beijing.aliyuncs.com/03862947-2c23-4958-8f88-348373c27794.jpg
2025-12-26 10:21:52.003 [http-nio-8081-exec-8] INFO  c.w.s.service.Impl.NotificationServiceImpl - 图片字符串https://shcoolsystem.oss-cn-beijing.aliyuncs.com/03862947-2c23-4958-8f88-348373c27794.jpg
2025-12-26 10:21:52.862 [http-nio-8081-exec-10] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:21:52.862 [http-nio-8081-exec-10] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:21:52.864 [http-nio-8081-exec-10] INFO  c.w.s.service.Impl.NotificationServiceImpl - 获得用户权限,123456
2025-12-26 10:21:53.994 [http-nio-8081-exec-1] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:21:53.994 [http-nio-8081-exec-1] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:21:54.051 [http-nio-8081-exec-2] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:21:54.053 [http-nio-8081-exec-2] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:21:56.024 [http-nio-8081-exec-9] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:21:56.025 [http-nio-8081-exec-9] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:21:56.026 [http-nio-8081-exec-9] INFO  c.w.s.service.Impl.NotificationServiceImpl - 获得用户权限,123456
2025-12-26 10:22:03.336 [http-nio-8081-exec-4] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:03.336 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:03.336 [http-nio-8081-exec-6] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:03.337 [http-nio-8081-exec-4] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:03.337 [http-nio-8081-exec-6] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:03.337 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:03.339 [http-nio-8081-exec-5] INFO  c.w.s.controller.admin.LostAndFoundController - 获取失物招领列表,null
2025-12-26 10:22:03.341 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:03.341 [http-nio-8081-exec-10] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:03.343 [http-nio-8081-exec-10] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:03.343 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:06.629 [http-nio-8081-exec-2] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:06.629 [http-nio-8081-exec-1] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:06.631 [http-nio-8081-exec-1] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:06.631 [http-nio-8081-exec-2] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:06.644 [http-nio-8081-exec-9] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:06.645 [http-nio-8081-exec-9] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:10.668 [http-nio-8081-exec-3] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:10.668 [http-nio-8081-exec-3] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:11.767 [http-nio-8081-exec-6] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:11.767 [http-nio-8081-exec-6] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:13.232 [http-nio-8081-exec-4] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:13.234 [http-nio-8081-exec-4] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:13.235 [http-nio-8081-exec-4] INFO  c.w.s.controller.admin.LostAndFoundController - 获取失物招领列表,null
2025-12-26 10:22:28.502 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:28.503 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:28.503 [http-nio-8081-exec-8] INFO  c.w.s.controller.admin.LostAndFoundController - 添加分类,AddLocationDTO(locationName=text)
2025-12-26 10:22:28.513 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:28.513 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:28.516 [http-nio-8081-exec-10] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:28.518 [http-nio-8081-exec-10] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:30.489 [http-nio-8081-exec-7] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:30.489 [http-nio-8081-exec-7] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:30.490 [http-nio-8081-exec-7] INFO  c.w.s.controller.admin.LostAndFoundController - 获取失物招领列表,null
2025-12-26 10:22:37.075 [http-nio-8081-exec-9] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:37.075 [http-nio-8081-exec-1] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:37.075 [http-nio-8081-exec-3] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:37.075 [http-nio-8081-exec-1] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:37.075 [http-nio-8081-exec-9] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:37.075 [http-nio-8081-exec-3] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:38.980 [http-nio-8081-exec-4] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:38.980 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:38.981 [http-nio-8081-exec-4] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:38.981 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:42.736 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:42.737 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:42.741 [http-nio-8081-exec-5] INFO  c.w.s.service.Impl.DormitoryServiceImpl - 更新前的宿舍：DormRoom(roomId=33, buildingId=3, floorNumber=null, roomNumber=101宿舍, currentPeople=5, maxPeople=6, createTime=2025-12-22T23:37:03, studentArray=202312060112,202312060113,202312060114,202312060115,202212060116)
2025-12-26 10:22:42.741 [http-nio-8081-exec-5] INFO  c.w.s.service.Impl.DormitoryServiceImpl - 更新后的宿舍：DormRoom(roomId=33, buildingId=3, floorNumber=null, roomNumber=101宿舍, currentPeople=4, maxPeople=6, createTime=2025-12-22T23:37:03, studentArray=202312060112,202312060113,202312060114,202312060115)
2025-12-26 10:22:42.758 [http-nio-8081-exec-10] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:42.758 [http-nio-8081-exec-10] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:45.106 [http-nio-8081-exec-7] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:45.106 [http-nio-8081-exec-9] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:45.107 [http-nio-8081-exec-7] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:45.106 [http-nio-8081-exec-2] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:45.107 [http-nio-8081-exec-9] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:45.107 [http-nio-8081-exec-2] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:49.976 [http-nio-8081-exec-1] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:49.978 [http-nio-8081-exec-1] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:50.209 [http-nio-8081-exec-3] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:50.210 [http-nio-8081-exec-3] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:50.533 [http-nio-8081-exec-6] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:50.533 [http-nio-8081-exec-6] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:50.808 [http-nio-8081-exec-4] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:50.808 [http-nio-8081-exec-4] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:52.205 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:52.205 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:52.214 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:52.214 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:22:53.438 [http-nio-8081-exec-10] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg3MTU2MzAsInVzZXJJZCI6MX0.SRUHLOaSYt1q6dk9wrD25Z9Zk4z_1bVr9FR88DvqmAw
2025-12-26 10:22:53.438 [http-nio-8081-exec-10] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838715630, userId=1}
2025-12-26 10:25:15.324 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=49s32ms262µs800ns).
